,Company,Valuation ($B),Country,City,Industry,Select Inverstors,Founded Year,Financial Stage,Investors Count,Deal Terms,Year Joined,Total Raised ($B),years_to_unicorn,Select_Inverstor_1
370,Dialpad,2.2,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Google Ventures, Section 32",2011,None,15,7,2020,0.42596,9,"['Andreessen Horowitz', ' Google Ventures', ' Section 32']"
371,G7 Networks,2.2,China,Beijing,"Supply chain, logistics, & delivery","Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2006,None,17,1,2022,0.71,16,"['Eastern Bell Capital 32', ' SDIC CMC Investment Management', ' Trustbridge Partners']"
372,BloomReach,2.2,United States,Mountain View,Artificial intelligence,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2009,None,8,6,2022,0.422,13,"['Bain Capital Ventures', ' Sixth Street Growth', ' Lightspeed Venture Partners']"
373,Huaqin Telecom Technology,2.19,China,Shanghai,Mobile & telecommunications,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2005,None,16,1,2019,0.27635000000000004,14,"['Zhangjiang Haocheng Venture Capital', ' Walden International', ' Intel Capital']"
374,Accelerant,2.19,United Kingdom,Colchester,Other,"Deer Park Road, Altamont Capital Partners, Eldridge",2018,None,5,1,2022,0.19,4,"['Deer Park Road', ' Altamont Capital Partners', ' Eldridge']"
375,Hesai Tech,2.18,China,Shanghai,Artificial intelligence,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",2013,None,20,3,2020,0.71729,7,"['Lightspeed China Partners', ' Baidu Ventures', ' Qiming Venture Partners']"
376,YITU Technology,2.17,China,Shanghai,Artificial intelligence,"Sequoia Capital China, Banyan Capital",2012,Divestiture,11,1,2018,0.38512,6,"['Sequoia Capital China', ' Banyan Capital']"
377,Addepar,2.17,United States,Mountain View,Fintech,"8VC, D1 Capital Partners, Sway Ventures",2009,None,18,5,2021,0.51393,12,"['8VC', ' D1 Capital Partners', ' Sway Ventures']"
378,Neo4j,2.15,United States,San Mateo,Data management & analytics,"Eight Roads Ventures, One Peak Partners, Creandum",2007,None,18,4,2021,0.5811000000000001,14,"['Eight Roads Ventures', ' One Peak Partners', ' Creandum']"
379,CloudWalk,2.15,Brazil,Sao Paulo,Fintech,"Plug and Play Ventures, Valor Capital Group, DST Global",2013,None,14,1,2021,0.345,8,"['Plug and Play Ventures', ' Valor Capital Group', ' DST Global']"
380,FirstCry,2.1,India,Pune,E-commerce & direct-to-consumer,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2010,None,15,6,2020,0.831,10,"['SoftBank Group', ' SAIF Partners India', ' Valiant Capital Partners']"
381,Eightfold.ai,2.1,United States,Santa Clara,Internet software & services,"Foundation Capital, Institutional Venture Partners, General Catalyst",2016,None,6,3,2020,0.397,4,"['Foundation Capital', ' Institutional Venture Partners', ' General Catalyst']"
382,Webflow,2.1,United States,San Francisco,Internet software & services,"Accel, Silversmith Capital Partners, capitalG",2012,None,9,2,2021,0.21492,9,"['Accel', ' Silversmith Capital Partners', ' capitalG']"
383,Urban Company,2.1,India,Gurgaon,E-commerce & direct-to-consumer,"VY Capital, Accel, Elevation Capital",2014,None,17,7,2021,0.44124,7,"['VY Capital', ' Accel', ' Elevation Capital']"
385,Moveworks,2.1,United States,Mountain View,Artificial intelligence,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2016,None,11,1,2021,0.305,5,"['Lightspeed Venture Partners', ' Sapphire Ventures', ' Kleiner Perkins Caufield & Byers']"
386,Medable,2.1,United States,Palo Alto,Internet software & services,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2013,None,13,2,2021,0.53375,8,"['GSR Ventures', ' Sapphire Ventures', ' Streamlined Ventures']"
387,SoundHound,2.1,United States,Santa Clara,Artificial intelligence,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",2005,None,24,8,2018,0.21409999999999998,13,"['Tencent Holdings', ' Walden Venture Capital', ' Global Catalyst Partnera']"
388,GoCardless,2.1,United Kingdom,London,Fintech,"Accel, Passion Capital, Balderton Capital",2011,None,16,4,2022,0.52932,11,"['Accel', ' Passion Capital', ' Balderton Capital']"
389,Trendy Group International,2.0,Hong Kong,Kowloon,Consumer & retail,L Capital Partners,1999,None,1,1,2012,0.2,13,['L Capital Partners']
390,Avant,2.0,United States,Chicago,Artificial intelligence,"RRE Ventures, Tiger Global, August Capital",1973,None,14,6,2012,1.73,39,"['RRE Ventures', ' Tiger Global', ' August Capital']"
391,Tubatu.com,2.0,China,Shenzhen,E-commerce & direct-to-consumer,"Sequoia Capital China, Matrix Partners China, 58.com",2008,None,3,1,2015,0.21647999999999998,7,"['Sequoia Capital China', ' Matrix Partners China', ' 58.com']"
392,BlaBlaCar,2.0,France,Paris,Auto & transportation,"Accel Partners, Index Ventures, Insight Venture Partners",2006,None,13,6,2015,0.5642999999999999,9,"['Accel Partners', ' Index Ventures', ' Insight Venture Partners']"
393,HuiMin,2.0,China,Beijing,E-commerce & direct-to-consumer,"Zheshang Venture Capital, GP Capital, Western Capital Management",2013,None,13,1,2016,0.51963,3,"['Zheshang Venture Capital', ' GP Capital', ' Western Capital Management']"
394,Quora,2.0,United States,Mountain View,Internet software & services,"Y Combinator, Matrix Partners, Benchmark",2009,None,10,5,2017,0.286,8,"['Y Combinator', ' Matrix Partners', ' Benchmark']"
395,Improbable,2.0,United Kingdom,London,Other,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",2012,None,7,4,2017,0.60393,5,"['Andreessen Horowitz', ' SoftBank Group', ' Temasek Holdings']"
396,Preferred Networks,2.0,Japan,Tokyo,Artificial intelligence,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2014,None,11,2,2018,0.15219,4,"['Toyota Motor Corporation', ' Mizuho Financial Group', ' FANUC']"
397,Formlabs,2.0,United States,Somerville,Hardware,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2011,None,24,6,2018,0.26125,7,"['Pitango Venture Capital', ' DFJ Growth Fund', ' Foundry Group']"
398,4Paradigm,2.0,China,Beijing,Artificial intelligence,"Sequoia Capital China, China Construction Bank, Bank of China",2015,None,39,2,2018,0.93,3,"['Sequoia Capital China', ' China Construction Bank', ' Bank of China']"
399,Calm,2.0,United States,San Francisco,Consumer & retail,"Insight Venture Partners, TPG Growth, Sound Ventures",2012,None,28,4,2019,0.21797999999999998,7,"['Insight Venture Partners', ' TPG Growth', ' Sound Ventures']"
400,Kaseya,2.0,United States,Miami,Cybersecurity,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2000,None,3,1,2019,0.6175700000000001,19,"['Insight Partners', ' TPG Alternative & Renewable Technologies', ' Ireland Strategic Investment Fund']"
401,Mafengwo,2.0,China,Beijing,Travel,"Qiming Venture Partners, Capital Today, General Atlantic",2010,None,13,1,2019,0.488,9,"['Qiming Venture Partners', ' Capital Today', ' General Atlantic']"
402,Druva,2.0,United States,Sunnyvale,Data management & analytics,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2007,None,16,4,2019,0.475,12,"['Nexus Venture Partners', ' Tenaya Capital', ' Sequoia Capital']"
403,Kujiale,2.0,China,Hangzhou,Internet software & services,"GGV Capital, IDG Capital, Linear Venture",2011,None,15,5,2019,0.312,8,"['GGV Capital', ' IDG Capital', ' Linear Venture']"
404,AppsFlyer,2.0,United States,San Francisco,Mobile & telecommunications,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2011,None,8,4,2020,0.30310000000000004,9,"['Magma Venture Partners', ' Pitango Venture Capital', ' Qumra Capital']"
405,Keep,2.0,China,Beijing,Mobile & telecommunications,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2014,None,11,2,2020,0.61449,6,"['Bertelsmann Asia Investments', ' GGV Capital', ' Morningside Venture Capital']"
406,Redis Labs,2.0,United States,Mountain View,Data management & analytics,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2011,None,13,5,2020,0.355,9,"['Viola Ventures', ' Dell Technologies Capital', ' Bain Capital Ventures']"
407,Xingyun Group,2.0,China,Shenzhen,E-commerce & direct-to-consumer,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2015,None,29,1,2020,0.9535,5,"['Matrix Partners China', ' Eastern Bell Capital', ' Hongtai Capital Holdings']"
408,Unqork,2.0,United States,New York,Fintech,"Blackrock, capitalG, World Lab Innovation",2017,None,14,1,2020,0.36717,3,"['Blackrock', ' capitalG', ' World Lab Innovation']"
409,Virta Health,2.0,United States,San Francisco,Health,"Caffeinated Capital, Obvious Ventures, Venrock",2015,None,15,3,2020,0.3765,5,"['Caffeinated Capital', ' Obvious Ventures', ' Venrock']"
411,Earnix,2.0,Israel,Giv'atayim,Fintech,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2001,None,6,2,2021,0.0985,20,"['Jerusalem Venture Partners', ' Israel Growth Partners', ' Insight Partners']"
412,Guoquan Shihui,2.0,China,Shanghai,Consumer & retail,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2017,None,9,2,2021,0.42344,4,"['Tiantu Capital', ' CMB International Capital', ' Vision Knight Capital']"
413,Arrail Dental,1.05,China,Beijing,Health,"Qiming Venture Partners, Kleiner Perkins Caufield & Byers, OrbiMed Advisors",1999,None,15,7,2021,0.449,22,"['Qiming Venture Partners', ' Kleiner Perkins Caufield & Byers', ' OrbiMed Advisors']"
414,Clearco,2.0,Canada,Toronto,Fintech,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2015,None,23,1,2021,0.93501,6,"['Highland Capital Partners', ' Oak HC/FT Partners', ' Emergence Capital Partners']"
415,Hive,2.0,United States,San Francisco,Artificial intelligence,"Tomales Bay Capital, Bain & Company, General Catalyst",2013,None,5,1,2021,0.085,8,"['Tomales Bay Capital', ' Bain & Company', ' General Catalyst']"
416,KRY,2.0,Sweden,Stockholm,Health,"Index Ventures, Creandum, Accel",2014,None,10,3,2021,0.57099,7,"['Index Ventures', ' Creandum', ' Accel']"
417,Kajabi,2.0,United States,Irvine,Internet software & services,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2010,None,6,1,2021,0.55,11,"['Meritech Capital Partners', ' Tiger Global Management', ' Spectrum Equity']"
418,Ethos,2.7,United States,San Francisco,Fintech,"Sequoia Capital, Google Ventures, Accel",2019,None,1,None,2021,0.00052,2,"['Sequoia Capital', ' Google Ventures', ' Accel']"
419,PayFit,2.1,United Kingdom,London,Fintech,"Accel, frst, Kima Ventures",2016,None,13,3,2022,0.49724,6,"['Accel', ' frst', ' Kima Ventures']"
420,Beisen,2.0,China,Beijing,Internet software & services,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2002,None,18,2,2021,0.42118,19,"['Matrix Partners China', ' Sequoia Capital China', ' Genesis Capital']"
421,Pipe,2.0,United States,Miami,Fintech,"next47, MaC Venture Capital, FinVC",2019,None,36,1,2021,0.366,2,"['next47', ' MaC Venture Capital', ' FinVC']"
422,Iterable,2.0,United States,San Francisco,Internet software & services,"CRV, Blue Cloud Ventures, Index Ventures",2013,None,18,4,2021,0.3424,8,"['CRV', ' Blue Cloud Ventures', ' Index Ventures']"
423,Bunq,2.0,Netherlands,Amsterdam,Fintech,Undisclosed,2013,None,1,1,2021,0.228,8,['Undisclosed']
424,Clip,2.0,Mexico,Mexico City,Fintech,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2012,None,15,4,2021,0.39736,9,"['Alta Ventures Mexico', ' General Atlantic', ' SoftBank Group']"
425,Loggi,2.0,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","Qualcomm Ventures, SoftBank Group. Monashees+",2013,None,15,4,2019,0.48432,6,"['Qualcomm Ventures', ' SoftBank Group. Monashees+']"
426,MURAL,2.0,United States,San Francisco,Internet software & services,"Insight Partners, Tiger Global Management, Gradient Ventures",2011,None,15,5,2021,0.19227,10,"['Insight Partners', ' Tiger Global Management', ' Gradient Ventures']"
427,Pagaya,2.0,Israel,Tel Aviv,Fintech,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",2015,None,15,3,2020,0.41725,5,"['Oak HC/FT Partners', ' GF Investments', ' Harvey Golub Family Office']"
428,OCSiAl,2.0,Luxembourg,Leudelange,Other,"A&NN, Rusnano",2012,None,3,2,2019,0.005,7,"['A&NN', ' Rusnano']"
429,XtalPi,2.0,China,Shenzhen,Artificial intelligence,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2014,None,30,3,2021,0.7838099999999999,7,"['Tencent Holdings', ' 5Y Capital', ' Sequoia Capital China']"
430,Divvy Homes,2.0,United States,San Francisco,Fintech,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2017,None,16,1,2021,1.127,4,"['Andreessen Horowitz', ' Caffeinated Capital', ' SciFi VC']"
431,Apeel Sciences,2.0,United States,Goleta,Other,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2012,None,25,6,2020,0.64,8,"['Upfront Ventures', ' Tao Capital Partners', ' Andreessen Horowitz']"
432,Opay,2.0,Nigeria,Lagos,Fintech,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2018,None,13,1,2021,0.57,3,"['Sequoia Capital China', ' Source Code Capital', ' Redpoint Ventures China']"
433,Aviatrix,2.0,United States,Santa Clara,Internet software & services,"Ignition Partners, Formation 8, CRV",2014,None,12,4,2021,0.34,7,"['Ignition Partners', ' Formation 8', ' CRV']"
434,SmartNews,2.0,Japan,Tokyo,Mobile & telecommunications,"Japan Post Capital, Globis Capital Partners, Atomico",2012,None,20,7,2019,0.4096,7,"['Japan Post Capital', ' Globis Capital Partners', ' Atomico']"
435,Misfits Market,2.0,United States,Pennsauken,E-commerce & direct-to-consumer,"Accel, D1 Capita Partners, Greenoaks Capital Management",2018,None,9,2,2021,0.5265,3,"['Accel', ' D1 Capita Partners', ' Greenoaks Capital Management']"
436,Spring Health,2.0,United States,New York,Health,"Rethink Impact, Work-Bench, RRE Ventures",2016,None,25,3,2021,0.29619999999999996,5,"['Rethink Impact', ' Work-Bench', ' RRE Ventures']"
437,Black Sesame Technologies,2.0,China,Shanghai,Artificial intelligence,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2016,None,18,1,2021,0.115,5,"['Northern Light Venture Capital', ' Xiaomi', ' FutureX Capital']"
438,Advance Intelligence Group,2.0,Singapore,Artificial intelligence,"Vision Plus Capital, GSR Ventures, ZhenFund",None,2016,None,13,1,2021,0.536,5,['None']
439,Modern Treasury,2.0,United States,San Francisco,Fintech,"Benchmark, Altimeter Capital, Quiet Capital",2018,None,5,1,2021,0.13312000000000002,3,"['Benchmark', ' Altimeter Capital', ' Quiet Capital']"
440,Magic Leap,2.0,United States,Plantation,Hardware,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2010,None,26,7,2014,3.484,4,"['Obvious Ventures', ' Qualcomm Ventures', ' Andreessen Horowitz']"
441,Tier,2.0,Germany,Berlin,Travel,"Northzone Ventures, White Star Capital, Novator Partners",2018,None,20,2,2021,0.66738,3,"['Northzone Ventures', ' White Star Capital', ' Novator Partners']"
442,Aiven,2.0,Finland,Helsinki,Internet software & services,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2016,None,14,2,2021,0.20993,5,"['Institutional Venture Partners', ' Atomico', ' Earlybird Venture Capital']"
443,ClickHouse,2.0,United States,Portola Valley,Data management & analytics,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2021,None,11,1,2021,0.3,0,"['Lightspeed Venture Partners', ' Almaz Capital Partners', ' Altimeter Capital']"
444,Mynt,2.0,Philippines,Taguig City,Fintech,"Insight Partners, Warburg Pincus, Ayala Corporation",2015,None,7,1,2021,0.475,6,"['Insight Partners', ' Warburg Pincus', ' Ayala Corporation']"
445,Everlaw,2.0,United States,Oakland,Internet software & services,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2010,None,7,5,2021,0.31461,11,"['K9 Ventures', ' Menlo Ventures', ' Andreessen Horowitz']"
446,Zilch,2.0,United Kingdom,London,Fintech,"Gauss Ventures, Ventura Capital, dmg ventures",2018,None,6,2,2021,0.3392,3,"['Gauss Ventures', ' Ventura Capital', ' dmg ventures']"
447,VerbIT,2.0,United States,New York,Artificial intelligence,"ClalTech, Vertex Ventures, Oryzn Capital",2016,None,23,2,2021,0.532,5,"['ClalTech', ' Vertex Ventures', ' Oryzn Capital']"
448,StarkWare,2.0,Israel,Netanya,Cybersecurity,"Sequoia Capital, Paradigm, Pantera Capital",2018,None,20,1,2021,0.1677,3,"['Sequoia Capital', ' Paradigm', ' Pantera Capital']"
449,Netlify,2.0,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",2014,None,15,2,2021,0.21187,7,"['Andreessen Horowitz', ' Kleiner Perkins Caufield & Byers', ' EQT Ventures']"
450,Deliverr,2.0,United States,San Francisco,"Supply chain, logistics, & delivery","8VC, Activant Capital, GLP Capital Partners",2017,None,10,2,2021,0.49010000000000004,4,"['8VC', ' Activant Capital', ' GLP Capital Partners']"
451,SWORD Health,2.0,United States,New York,Health,"Khosla Ventures, Green Innovations, Founders Fund",2015,None,20,2,2021,0.32216,6,"['Khosla Ventures', ' Green Innovations', ' Founders Fund']"
452,LTK,2.0,United States,Dallas,Internet software & services,"SoftBank Group, Maverick Capital",2011,None,5,2,2021,0.315,10,"['SoftBank Group', ' Maverick Capital']"
453,Exotec,2.0,France,Croix,Hardware,"Breega Capital, Iris Capital, 360 Capital Partners",2015,None,7,3,2022,0.4467,7,"['Breega Capital', ' Iris Capital', ' 360 Capital Partners']"
454,Dremio,2.0,United States,Santa Clara,Data management & analytics,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2015,None,9,4,2021,0.405,6,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Norwest Venture Partners']"
455,Akulaku,2.0,Indonesia,Jakarta,E-commerce & direct-to-consumer,"DCM Ventures, IDG Capital, Siam Commercial Bank",2014,None,15,3,2022,0.455,8,"['DCM Ventures', ' IDG Capital', ' Siam Commercial Bank']"
457,Fenbi Education,1.95,China,Beijing,Edtech,"Trustbridge Partners, Hony Capital, IDG Capital",2015,None,8,1,2021,0.39,6,"['Trustbridge Partners', ' Hony Capital', ' IDG Capital']"
458,Starling Bank,1.95,United Kingdom,London,Fintech,"JTC Group, Qatar Investment Authority, Fidelity Investment",2014,None,11,2,2021,0.90562,7,"['JTC Group', ' Qatar Investment Authority', ' Fidelity Investment']"
